pH,Temp,Voltage
0.7368421052631579,0.285106382978724,0.965811965811965
0.3684210526315801,-0.999999999999997,0.226495726495727
0.8947368421052643,0.4170212765957461,0.5341880341880342
-0.10526315789473567,-0.3234042553191479,-0.3119658119658122
-0.8421052631578924,0.49787234042553236,0.23076923076923042
-0.36842105263157776,0.14468085106383116,0.7649572649572647
-0.36842105263157776,0.2936170212765976,-0.03418803418803498
0.26315789473684326,0.7148936170212761,0.5170940170940175
-0.2105263157894725,-0.2936170212765946,-0.918803418803419
-0.36842105263157776,0.05957446808510659,-0.01709401709401673
0.6842105263157906,-0.7957446808510623,0.37179487179487225
-0.8421052631578924,0.21276595744680837,0.7521367521367514
0.7894736842105274,0.5446808510638299,-0.39743589743589736
-0.6842105263157883,-0.48936170212765867,0.3675213675213673
-0.10526315789473567,-0.4297872340425521,-0.615384615384616
-0.6842105263157883,0.5404255319148946,-0.042735042735043346
0.10526315789473684,-0.7063829787234024,-1.0256410256410258
0.5789473684210538,0.19574468085106408,0.5085470085470091
-0.2631578947368409,-0.6212765957446779,0.8162393162393163
0.26315789473684326,0.6936170212765964,-0.1880341880341886
0.3157894736842105,-0.5702127659574449,0.42307692307692246
-0.05263157894736725,0.008510638297873666,-0.21794871794871862
-0.31578947368420934,-0.7319148936170203,-0.37179487179487225
0.5263157894736842,-0.19148936170212574,-0.9914529914529916
0.26315789473684326,0.8936170212765958,-0.9572649572649574
0.3684210526315801,-0.8723404255319132,-0.8803418803418807
-1.0526315789473661,-0.8723404255319132,0.7307692307692312
0.5789473684210538,-0.3276595744680832,-0.08119658119658175
-0.36842105263157776,0.8978723404255341,1.072649572649572
0.3684210526315801,1.0468085106382976,0.1880341880341886
0.8421052631578947,0.40851063829787243,0.9059829059829064
-0.8421052631578924,-0.12765957446808382,0.24786324786324715
-0.4736842105263146,-0.3361702127659569,0.1666666666666669
0.6842105263157906,0.08936170212765988,-0.6025641025641026
-0.9999999999999977,-0.7957446808510623,0.9102564102564099
-0.789473684210524,-0.7446808510638293,0.6410256410256411
-0.10526315789473567,-0.5914893617021245,-0.9914529914529916
-0.4736842105263146,0.5021276595744677,-0.4786324786324791
-0.6842105263157883,0.6638297872340431,-0.726495726495727
0.05263157894736959,0.25957446808510903,-2.012820512820513
-0.31578947368420934,0.22978723404255572,-0.2863247863247871
-0.5789473684210514,-0.9191489361702108,0.6794871794871795
0.473684210526317,0.7617021276595767,0.6452991452991444
0.5789473684210538,-0.8723404255319132,0.7649572649572647
0.15789473684210642,-0.6553191489361695,-0.6623931623931627
-0.5789473684210514,0.5659574468085126,0.1794871794871787
-0.05263157894736725,-0.7829787234042532,0.6794871794871795
-0.10526315789473567,-0.08085106382978621,-0.8076923076923079
0.5263157894736842,0.519148936170215,0.2777777777777772
-0.10526315789473567,0.12340425531915153,-0.5042735042735041
-0.5263157894736831,-0.31914893617021256,-0.3034188034188038
-0.05263157894736725,-0.7957446808510623,0.4786324786324791
0.0,0.6297872340425545,0.6410256410256411
-0.1578947368421041,0.05531914893617127,-0.9273504273504274
0.7894736842105274,-0.36595744680851017,0.11538461538461521
0.7368421052631579,0.740425531914894,-0.15811965811965856
-0.2631578947368409,0.15744680851064013,-0.6880341880341886
-1.0526315789473661,-0.5999999999999982,0.0384615384615384
0.6842105263157906,0.19148936170212874,-1.0213675213675217
-0.6842105263157883,-0.11489361702127483,0.12393162393162357
0.21052631578947367,0.3702127659574485,-0.521367521367521
-0.10526315789473567,-0.02127659574467963,-1.0
0.26315789473684326,-0.3574468085106365,-0.2777777777777787
-0.8947368421052608,0.31914893617021256,0.42307692307692246
-0.31578947368420934,-0.259574468085106,-0.14102564102564183
0.21052631578947367,0.37872340425531914,-1.0128205128205132
-0.4736842105263146,0.31914893617021256,-1.0384615384615383
0.26315789473684326,0.06382978723404494,0.8504273504273498
0.05263157894736959,-0.7319148936170203,-0.5256410256410259
-1.0526315789473661,-0.7148936170212761,-0.615384615384616
-0.9999999999999977,0.9361702127659581,0.06837606837606844
0.6842105263157906,0.03829787234042696,-0.4786324786324791
-0.05263157894736725,0.3404255319148952,-0.7051282051282053
0.7894736842105274,-1.0085106382978706,-0.4743589743589742
0.473684210526317,-0.21276595744680837,0.38888888888888895
-0.8947368421052608,-0.7787234042553179,-0.8290598290598297
-1.0526315789473661,0.34468085106383056,-0.8846153846153848
-0.4736842105263146,-0.04255319148935926,-0.5940170940170943
-0.1578947368421041,0.8808510638297868,-0.6324786324786327
-0.6315789473684199,0.9489361702127671,-0.5170940170940175
0.6842105263157906,0.21702127659574671,-0.5000000000000008
-0.7368421052631555,-0.8255319148936155,-0.5897435897435893
-0.2105263157894725,-0.6297872340425514,-0.9102564102564107
-0.05263157894736725,0.7191489361702144,0.9743589743589749
-0.7368421052631555,-0.2680851063829766,-0.7350427350427353
0.7894736842105274,-0.7829787234042532,-0.6025641025641026
-0.31578947368420934,-0.3063829787234036,0.5341880341880342
-0.8421052631578924,0.004255319148938345,-0.9444444444444449
-0.2105263157894725,0.6680851063829785,0.09829059829059848
0.473684210526317,0.4638297872340437,0.5598290598290593
-0.31578947368420934,-0.6085106382978719,-0.3803418803418806
0.9473684210526315,1.051063829787236,-0.13675213675213688
0.5263157894736842,0.5276595744680856,0.055555555555555136
